taxa,PC1,PC2,PC3
NC352,13.777103586406,17.6217936254329,-1.61066192726581
NC354,12.7391685897863,15.6022731017842,-0.102985307487878
NC356,10.595406659817,8.8526283531229,-2.10117342489416
NC358,10.2814628045532,10.5487910465872,-1.74026128873655
NC360,7.21227873363383,-0.318478305328887,1.23923762830669
NC362,6.54981622736465,-4.57022346181443,1.8169109916262
NC364,6.79190162993388,-4.72036027413625,1.78721670478072
NC366,7.61985951577464,1.16335480011901,2.90931366521714
NC368,-24.460142661428,10.8672042959342,9.92196811824003
ND246,1.6884223440482,-5.84032894232357,0.508952410144849
OH40B,0.279656409920797,-14.0765897062864,4.73431504407457
OH43,-1.39155567711354,-16.0248103754817,6.55068219667981
OH43E,-0.546352504881874,-14.8242812619865,7.32274462038608
OH603,0.951601582533503,-3.4526459586474,1.97890976183578
OH7B,-3.67443560799565,-5.1601464215974,-5.59860258488915
OS420,-4.18749980072034,-7.73933724554364,1.95145267277408
P39,-0.550909418260968,-16.1134126753541,3.59947316737202
PA762,-0.0543523493672304,-15.3863360401829,6.2098608265553
PA875,-0.184469234750844,-2.73006124123068,1.9456483706783
PA880,0.992710525920246,-4.55249896381619,2.68467558474269
PA91,0.0573447425595151,-10.5024340016034,2.22952086548177
R109B,-3.85177896617808,-2.30840953649308,0.983670282129239
R168,-1.88519472066431,-8.33032093058583,-0.0650239939671077
R177,-1.16012367777989,-8.96244980317765,1.38702478778142
R229,-31.7085683568659,17.0285742383568,11.0660419656303
R4,-3.82498417705607,-5.03966578521454,-0.518628763037965
SA24,0.600640525538019,-5.86471900427157,6.81609642985953
SC213R,5.2182870275116,-1.30980078074314,3.00632545091621
SC357,4.16222055363862,-1.51888420592895,1.30416361225692
SC55,6.1975813922194,-2.41664785360698,1.96480254786779
SD40,-4.65254524034938,-1.93526013285215,-8.40320201764448
SD44,0.921382887313807,-4.27190046817228,2.1258019395218
SG1533,2.66921763145082,-4.90118166389346,5.84771559507324
SG18,-0.108324726932093,-3.60939804261382,5.42134671973088
T232,0.565548099994775,-2.34059694642214,-1.46324058183729
T234,0.340906797989464,-2.59307331929733,-1.63254236764316
T8,1.94675371610342,-3.49148167721037,1.45406404307956
TX303,5.0601524554303,2.88141781611465,0.205356949030108
TX601,9.34977624381254,7.28806255551485,-0.0129964756154911
TZI10,9.91770097518923,7.06342927781143,-3.18142592177966
TZI11,6.62954347682128,4.68393969936344,-0.146437404714094
TZI16,1.735635280801,3.7831756492192,-0.775961026083855
TZI18,9.14600793562707,7.49746282504271,-1.19099611852699
TZI25,-4.31489888710662,8.61418156191061,0.367341731073137
TZI8,10.5446318111923,7.89578839139874,0.255211849190565
TZI9,9.1895773719471,6.60890641542778,-2.44816687874216
U267Y,4.56303818180486,0.82075545283601,0.241671695761327
VA102,2.47555580455972,-5.96680877896042,3.88554845806117
VA14,1.26098312058081,-6.4752085340494,1.88113547083822
VA17,-0.660076010900131,-5.57547775595569,2.322339168019
VA22,1.28512119596432,-4.93418986060041,2.7732533209056
VA26,-0.57422510218886,-10.8178501407983,4.77763435489064
VA35,1.54580608450623,-6.02395651851615,2.24927624751843
VA59,3.33990744102649,-7.52953197456681,4.51509779884782
VA85,0.195626972035291,-9.73578750569193,2.41106755217496
VA99,-3.15086261055363,-7.6657580191693,-2.92742587128514
VAW6,1.06550333921626,-2.75211281581078,-0.229925709248775
W117HT,1.67612097301792,-3.59120135367515,0.344696139375891
W153R,0.216671996970848,-5.77300454169192,1.04473274796862
W182B,0.0698430656925118,-7.61007894894844,1.97459166642556
W22R-RSTD,-2.35411154632002,-6.01948383925696,0.499779496374181
W22,-2.44901434789032,-6.81279900429979,0.890092232184121
W64A,-2.10089598285412,-5.06899657242578,0.641425212979812
WD,0.102698213323005,-4.03030702536962,2.5301854708469
WF9,-1.46055089690591,-7.41213653930912,1.255617031635
YU796NS,1.11950110114751,-7.0734828599989,3.00297512064598
